revenuMensuel,montant,dureeMois,autresCharges,ancienneteMois,incidentsPaiement,fichageBam,score,approved
8412.3,897785.57,60,0,70,0,0,19,0
16367.81,659004.98,48,1656.99,49,0,0,23,0
19272.14,398732.14,36,0,92,0,0,27,0
9108.26,168730.16,240,1120.13,40,0,0,77,1
12254.96,108184.79,12,0,104,0,0,22,0
26263.86,402024.45,36,1152.52,39,2,0,32,0
10908.59,715160.8,24,0,28,0,0,16,0
23990.72,64873.43,240,789.79,115,0,0,100,1
14508.07,238410.81,48,0,40,0,0,67,1
12199.83,644650.9,36,2558.56,17,0,0,15,0
11742.47,906082.04,48,0,24,0,0,15,0
13698.89,416491.54,12,0,69,0,0,23,0
20417.68,357081.28,36,0,47,0,0,42,0
27831.12,697793.2,36,0,5,0,0,22,0
9203.59,345264.51,36,0,41,0,0,17,0
23792.99,123821.65,48,2164.95,83,0,0,93,1
20396.01,442596.37,48,0,78,2,0,32,0
8200.74,170889.88,120,0,117,0,0,81,1
14968.09,162751.36,12,0,56,0,0,23,0
17927.48,381005.84,48,0,21,0,0,45,0
11359.2,79386.42,12,0,60,0,0,21,0
8070.47,401043.44,36,0,91,3,0,0,0
15342.57,147223.88,12,2324.81,106,0,0,24,0
23225.55,291874.2,60,2217.46,22,2,0,56,0
15793.45,438547.29,60,0,89,2,0,24,0
16825.02,288393.25,240,0,102,3,0,70,1
21851.63,263592.87,120,949.03,3,1,0,77,1
13282.2,404934.58,48,0,75,0,0,23,0
22175.24,188674.79,240,2121.32,55,0,1,55,0
11288.3,279299.66,24,0,107,0,0,21,0
5853.12,292016.29,12,0,1,0,0,8,0
9804.06,135680.43,36,0,111,0,0,62,1
17780.46,819486.18,60,0,38,0,0,22,0
13340.91,35140.83,240,507.57,88,0,0,100,1
26185.93,105926.66,24,0,110,0,0,97,1
7608.12,154959.42,36,2872.77,108,0,0,19,0
24626.15,263995.46,60,0,81,0,0,94,1
13848.16,94805.54,48,2967.37,19,0,0,64,1
15877.81,299477.15,60,0,52,0,0,72,1
16145.4,691889.41,240,1104.83,59,0,0,74,1
18640.6,218671.11,60,0,110,0,0,88,1
12680.73,65752.77,120,0,115,0,0,100,1
26621.22,85689.01,60,0,5,0,0,99,1
20090.19,365653.53,120,0,42,0,0,89,1
7148.73,121934.39,36,0,17,0,0,31,0
10639.18,576747.28,240,537.68,6,0,0,56,0
7147.21,775845.06,36,0,75,0,0,18,0
23214.58,316596.91,240,0,48,0,0,100,1
18858.16,829784.03,60,0,109,0,0,26,0
28785.47,289611.3,60,0,95,0,0,96,1
16001.94,723740.11,60,0,16,1,0,8,0
8787.89,160362.19,48,2244.2,13,1,0,3,0
26584.12,606904.39,12,1732.22,30,0,0,26,0
9217.13,622259.13,24,0,108,0,0,20,0
20506.96,217365.89,36,0,66,0,0,80,1
7240.14,349248.95,60,1441.21,51,0,0,17,0
10701.99,273563.2,12,0,71,0,0,21,0
26205.32,704959.85,240,0,13,0,0,89,1
12035.28,132758.8,48,0,111,0,0,81,1
25454.7,921734.61,60,768.68,71,0,0,31,0
29780.81,679993.82,12,0,2,0,0,21,0
10850.95,217406.12,240,0,109,0,0,92,1
9642.56,259892.13,48,2356.91,115,0,0,20,0
27212.85,608462.07,48,0,50,0,0,48,0
11532.54,202323.92,12,0,77,0,0,21,0
5145.7,599590.26,12,991.95,116,0,0,17,0
29546.64,207692.28,12,2173.64,19,1,0,15,0
14815.1,468080.36,36,1748.81,79,0,0,24,0
16737.32,777719.55,12,0,55,0,0,24,0
25468.61,650161.78,48,0,18,3,0,0,0
23322.88,45633.48,120,0,20,1,0,94,1
24897.25,302341.35,12,0,42,1,0,18,0
19111.08,122430.17,240,0,77,0,0,100,1
11416.22,522801.95,120,0,59,1,1,0,0
26691.29,104987.52,24,0,33,0,1,53,0
5228.76,189064.84,48,2090.19,98,0,0,17,0
17581.36,909354.42,240,630.72,65,0,0,73,1
13729.63,354440.35,48,0,35,0,0,21,0
25767.13,432664.6,60,0,81,0,0,84,1
8102.82,334477.76,36,1026.81,104,0,0,19,0
12156.49,470392.69,120,567.27,39,0,0,52,0
23538.41,340824.6,36,0,103,0,0,67,1
13277.33,244579.28,48,2149.26,118,0,0,26,0
16784.02,304129.58,36,0,9,0,0,30,0
27887.85,371547.81,48,0,98,0,0,85,1
17105.35,508890.44,240,2849.47,52,0,0,73,1
13991.75,156448.97,12,792.47,102,1,0,14,0
32897.8,108982.61,24,0,105,0,0,100,1
21699.99,402719.1,36,0,49,0,0,36,0
29139.91,373530.57,60,0,58,0,0,91,1
19543.71,465540.99,36,0,63,0,0,27,0
18875.57,119030.14,36,2497.13,41,0,0,76,1
14920.86,872044.03,12,2922.17,99,0,0,24,0
26839.11,258594.41,120,2847.41,40,0,0,91,1
26948.59,247130.95,60,2643.95,14,0,0,80,1
7654.61,285175.74,24,1190.68,68,1,0,10,0
9022.81,911857.78,48,0,87,0,0,20,0
21593.59,123329.57,60,0,44,0,0,98,1
15522.33,723854.65,60,0,42,1,0,12,0
12417.67,274459.22,36,0,49,0,0,20,0
29515.89,791186.29,120,1778.66,42,0,0,78,1
19768.93,262050.3,48,0,103,0,0,81,1
16341.31,492995.01,24,2770.46,96,0,0,25,0
20203.32,512818.05,120,0,106,0,0,85,1
14450.55,142871.33,60,1456.58,63,0,0,79,1
19668.79,419415.28,240,2242.48,97,0,0,86,1
9856.36,183740.85,24,0,26,0,0,14,0
32004.69,315903.75,48,0,97,0,1,51,0
10374.3,253252.8,60,0,85,2,0,35,0
7350.95,167255.27,120,0,37,0,0,75,1
6618.32,189669.15,120,0,10,0,0,64,1
9847.24,439914.21,36,700.81,40,0,0,17,0
9226.35,387575.36,36,1395.74,110,0,0,20,0
7245.01,658209.49,12,0,68,2,0,0,0
21426.12,169091.89,240,1954.23,110,0,0,97,1
8126.73,630939.44,48,520.78,50,1,0,8,0
9885.71,329235.31,36,514.09,57,0,0,20,0
18895.51,165680.4,120,0,85,0,0,100,1
20540.57,37787.85,36,960.03,111,0,0,100,1
5092.09,460744.01,240,646.66,10,0,0,9,0
10167.46,370246.12,48,0,49,0,0,18,0
10828.28,177453.88,24,0,57,0,1,0,0
13169.08,142330.05,24,0,31,0,0,45,0
14391.69,798899.29,36,0,32,0,0,18,0
10200.35,209750.44,120,0,58,0,0,82,1
20173.5,618344.25,12,0,30,0,0,22,0
8274.87,74833.19,48,0,39,0,0,79,1
14320.47,154388.24,48,2222.6,29,0,0,62,1
9771.8,114058.21,12,0,106,1,0,11,0
9250.31,148901.44,48,935.25,15,0,0,42,0
9195.51,547037.09,36,2566.26,91,0,0,20,0
7142.95,196995.84,240,0,59,0,1,43,0
26715.73,270252.06,12,1662.48,48,0,0,29,0
24451.71,258065.57,12,0,36,0,0,26,0
17763.32,734391.44,48,0,77,0,0,26,0
14891.54,247324.43,60,0,64,0,0,77,1
13183.44,453778.67,240,0,114,0,0,84,1
8940.59,37590.03,36,0,92,0,0,91,1
23114.47,267484.86,240,0,80,0,0,100,1
22887.68,173214.87,60,0,118,0,0,98,1
9566.88,90591.52,36,0,120,0,0,76,1
17274.37,467871.35,120,1437.59,56,0,0,72,1
20193.08,401011.16,240,0,81,0,0,98,1
9972.66,70680.88,120,0,65,0,0,96,1
12295.6,602786.37,48,0,75,0,0,22,0
22727.18,82039.47,12,2322.12,84,0,0,72,1
17064.36,395865.21,36,0,113,3,0,0,0
22561.79,288009.44,120,0,68,0,0,99,1
16724.51,277340.87,36,0,90,0,0,48,0
17298.28,443023.23,120,0,110,0,0,82,1
12735.7,860458.98,36,1360.7,66,1,0,13,0
5734.08,407753.97,12,0,105,0,0,17,0
15129.63,170814.7,36,0,92,0,0,75,1
12528.51,186537.08,36,0,97,0,0,57,0
23697.81,640532.06,12,0,24,0,0,23,0
20464.48,444082.91,60,1744.84,49,0,0,49,0
15977.61,135734.16,48,1039.32,45,0,0,80,1
22411.23,303669.69,36,1413.61,22,0,1,12,0
24229.93,390733.9,48,0,94,0,0,78,1
15382.85,502975.62,120,1540.81,15,0,0,52,0
28658.07,69628.47,12,0,92,0,0,94,1
27882.67,718282.64,240,1358.83,32,0,0,88,1
14862.65,382013.13,36,0,92,1,0,15,0
19275.83,502491.94,240,0,39,0,0,91,1
25437.45,322679.48,48,0,3,0,0,77,1
8885.77,447390.69,36,0,15,0,0,13,0
16646.87,581509.2,60,0,31,3,0,0,0
10520.65,176501.02,48,0,25,2,0,43,0
6419.4,317355.71,120,2560.37,32,0,0,13,0
17131.03,196470.13,36,2936.17,71,0,0,44,0
19176.2,495994.1,60,0,77,0,0,52,0
9165.37,285056.21,36,642.1,36,0,0,16,0
6769.74,166286.24,120,0,113,1,0,67,1
13951.81,529357.64,48,825.59,119,0,0,23,0
18771.35,966090.84,120,1732.78,78,0,1,0,0
21475.39,933690.17,120,0,76,0,0,60,1
5737.83,122207.59,240,0,108,0,0,87,1
20258.61,129157.7,240,943.29,55,0,0,100,1
14578.84,136893.83,240,0,113,0,0,100,1
15727.62,111576.31,24,0,50,0,0,75,1
16648.94,130657.68,240,1696.21,29,0,0,88,1
14149.97,35407.63,12,0,58,0,0,86,1
14377.92,125868.75,12,1495.13,59,0,0,23,0
5784.78,686072.82,48,0,78,0,0,18,0
8361.85,174668.68,240,2504.73,72,0,0,56,0
15773.83,344412.18,36,0,56,1,0,14,0
8638.69,390894.72,48,0,107,0,0,19,0
9809.57,522517.65,120,0,24,0,0,23,0
9624.77,202055.02,120,0,100,0,0,82,1
12845.23,855060.26,60,0,103,0,0,22,0
18289.14,694771.46,240,0,111,0,0,85,1
17879.79,265282.16,60,1807.81,36,0,0,69,1
10152.36,251903.97,60,0,29,0,0,45,0
14052.62,254615.64,24,0,101,0,0,23,0
19506.83,712239.22,240,0,100,0,1,46,0
15618.71,314063.05,12,0,58,0,0,24,0
27199.01,117981.76,120,1313.73,62,0,0,100,1
5373.46,461465.15,240,0,86,1,0,17,0
24904.54,577029.59,240,0,72,1,0,90,1
18313.6,119797.47,240,0,9,3,0,70,1
9122.6,103576.74,60,2191.34,50,0,0,51,0
14878.03,247236.1,24,0,95,0,0,24,0
6903.0,692741.64,48,0,52,0,0,17,0
8516.21,948822.85,12,0,98,1,0,10,0
12379.69,560528.62,240,580.06,37,0,0,69,1
10802.07,427754.75,24,0,83,0,0,21,0
23494.61,804884.28,240,0,9,0,0,83,1
19655.0,269635.42,24,2750.27,81,0,0,27,0
17323.8,710501.72,24,0,72,0,0,25,0
15180.55,307798.05,240,0,69,0,0,94,1
9712.44,286115.4,60,0,108,0,0,30,0
19195.6,293576.56,36,1288.99,47,1,0,32,0
14127.63,227527.39,12,0,68,0,0,23,0
10893.03,374651.78,24,2167.3,18,0,0,14,0
11124.85,59211.95,60,0,77,0,0,94,1
18591.43,814080.52,24,0,1,0,0,16,0
9321.24,349187.8,36,0,40,0,0,17,0
9039.21,216620.44,48,2254.49,20,1,0,4,0
23083.57,214482.29,120,0,62,0,0,100,1
16877.99,61476.27,24,0,50,2,0,73,1
9348.69,855301.91,240,0,110,3,0,0,0
15594.85,130777.39,36,0,50,3,0,54,0
16997.49,112824.68,240,0,50,0,0,100,1
8217.51,607059.89,12,2446.84,96,0,0,19,0
28471.21,260339.36,240,894.05,25,0,0,99,1
10301.71,109199.17,36,0,102,1,0,65,1
11096.3,775818.56,24,0,108,1,0,12,0
24641.95,94794.52,48,0,22,0,0,99,1
33811.89,693936.57,60,2940.09,51,0,0,59,0
9625.83,285503.58,24,0,29,0,0,15,0
8308.8,441424.64,12,0,17,0,0,12,0
16234.5,756626.52,24,2731.22,76,0,0,24,0
6231.23,362870.88,240,0,9,1,0,48,0
9875.55,97590.01,240,514.55,27,0,0,87,1
9611.7,544324.84,240,0,50,0,0,66,1
22530.49,257510.57,240,1342.77,82,2,0,81,1
31945.19,771921.26,12,1744.76,2,0,0,21,0
21238.48,652165.84,24,0,98,0,1,0,0
9186.4,425241.1,240,1849.63,79,0,0,42,0
17060.92,287088.98,240,0,111,0,0,98,1
28111.46,277937.74,48,1737.06,100,3,0,60,1
17909.99,320106.14,12,0,74,0,0,26,0
14222.24,432875.26,120,1443.09,3,0,0,54,0
4900.89,719725.39,120,0,32,3,0,0,0
25991.26,585987.02,24,0,28,0,0,26,0
10895.43,73223.21,48,0,64,0,0,89,1
29389.67,877782.03,12,0,47,0,0,29,0
21669.43,742477.36,24,0,31,1,0,14,0
11617.61,160535.62,24,0,116,1,1,0,0
27622.41,864760.55,24,0,38,0,0,27,0
8439.57,184702.79,120,2584.43,61,1,0,24,0
4710.98,869852.66,36,0,51,0,0,16,0
21131.0,422766.54,60,0,26,0,0,69,1
22789.65,422548.69,48,2389.27,9,3,0,10,0
8185.54,304403.47,60,0,60,0,0,19,0
20789.91,243751.72,120,0,4,0,0,90,1
17226.54,792382.38,24,0,29,0,0,20,0
11060.43,723931.79,120,0,22,0,0,15,0
7186.9,276157.61,60,0,65,0,1,0,0
29306.12,446564.31,12,1236.2,100,1,0,22,0
10289.15,251799.94,240,0,1,0,0,79,1
12689.51,651497.64,36,2403.24,46,0,0,20,0
14329.06,525091.47,48,0,80,0,0,23,0
24118.52,327813.04,12,0,22,0,0,24,0
6502.05,51642.3,48,1528.49,7,0,0,50,0
22319.14,117766.56,12,0,66,0,0,62,1
10176.68,374133.56,24,0,29,0,0,15,0
26236.91,249855.1,48,0,28,0,0,88,1
29061.56,633663.62,240,2916.43,17,0,0,84,1
23640.17,518064.55,36,0,74,1,0,20,0
19362.56,66814.57,24,2457.54,78,0,0,84,1
9893.96,350945.13,120,0,77,0,0,68,1
11495.0,620810.7,12,0,119,1,0,12,0
6622.72,277915.43,60,0,21,1,0,3,0
30277.25,142790.07,240,0,21,0,0,100,1
20241.85,289750.16,24,2425.85,111,0,0,27,0
25659.78,983255.87,36,0,13,0,0,23,0
29253.58,478523.94,24,1862.1,116,0,0,31,0
15426.41,390147.12,36,645.8,119,0,0,24,0
16090.56,460110.61,24,0,48,0,0,22,0
18405.25,238232.0,12,0,83,0,0,26,0
21498.64,291368.73,12,0,113,0,0,28,0
11848.17,798152.72,60,0,45,0,0,20,0
6298.92,161798.11,36,0,37,0,0,14,0
21928.98,140816.05,60,0,91,0,0,100,1
20980.67,130697.2,48,0,92,0,0,97,1
9788.52,561003.63,36,1395.49,16,0,0,13,0
10590.9,384409.94,24,0,70,0,0,21,0
19526.7,176293.17,24,0,64,0,0,72,1
6714.65,773455.18,240,0,68,0,0,18,0
10785.55,556279.89,120,1715.78,41,0,1,0,0
8230.51,582696.96,60,2936.38,59,3,0,0,0
6951.6,226853.52,60,0,77,0,0,18,0
21428.85,189290.21,240,0,116,0,0,100,1
11650.27,350735.06,240,0,2,0,0,75,1
19104.87,570128.13,24,0,32,0,0,21,0
16504.03,345628.3,24,2119.44,20,0,0,18,0
20248.82,309417.75,120,0,61,0,0,95,1
15591.22,247216.96,12,0,102,2,0,6,0
13174.32,663118.4,60,0,7,0,0,13,0
32080.12,205787.46,12,1405.23,56,0,0,32,0
24137.11,127902.47,240,0,3,1,0,92,1
20180.28,484492.41,12,1624.53,58,0,0,27,0
18775.6,331998.5,48,0,14,0,0,62,1
10785.08,639626.48,240,0,58,0,0,67,1
16778.83,478948.23,24,0,35,0,0,21,0
15983.03,519130.1,240,0,7,0,0,78,1
20943.2,485814.81,24,0,119,0,0,28,0
13711.87,302976.95,12,828.37,91,1,0,14,0
15858.29,519350.86,36,0,75,0,0,24,0
9674.16,368262.84,48,0,7,0,1,0,0
22682.01,125393.51,24,0,14,0,0,81,1
24868.12,334078.61,12,928.04,28,2,0,7,0
9927.02,225285.6,24,0,34,0,0,16,0
11640.29,810460.11,60,0,14,0,0,13,0
22900.48,856906.8,36,2465.32,43,3,0,0,0
25788.99,153818.67,12,1981.57,91,0,1,0,0
13346.86,630459.95,12,0,66,0,0,23,0
22796.98,645773.78,24,1686.98,13,0,0,21,0
26584.0,630212.34,120,0,28,0,0,85,1
21760.92,115958.42,240,0,38,0,0,100,1
13654.27,407259.03,48,0,40,0,0,20,0
24000.44,274516.9,36,0,89,0,0,81,1
11087.99,154077.29,60,0,71,0,0,79,1
7352.7,142719.31,48,1799.17,62,0,0,19,0
9723.14,652805.83,48,1997.88,28,0,0,15,0
8735.32,560274.95,48,0,49,0,0,17,0
5131.23,671380.63,36,0,77,0,0,17,0
6301.74,174301.0,48,1682.43,7,0,0,9,0
8197.97,310779.86,240,0,25,0,0,73,1
32414.72,391140.3,24,0,85,0,0,47,0
15139.29,619324.88,24,2858.43,1,0,0,14,0
9106.09,399230.47,12,0,110,0,0,20,0
13035.16,329763.62,48,0,65,0,0,26,0
20673.38,202726.72,24,0,91,0,0,65,1
25780.22,308563.14,120,0,79,1,0,93,1
20884.04,436170.71,48,0,114,3,0,28,0
19103.63,105334.85,12,0,86,0,0,55,0
29027.64,733377.67,120,0,80,0,0,89,1
16041.67,675435.12,240,583.3,73,0,0,77,1
7261.29,280066.29,60,2679.88,54,0,0,18,0
8998.02,143466.82,240,0,57,0,0,93,1
12324.8,306618.94,36,1751.7,45,0,0,20,0
27443.18,464586.31,120,2575.77,72,0,0,88,1
12146.26,585089.06,60,0,64,0,0,22,0
9805.58,132571.13,48,0,16,0,0,67,1
30521.03,358499.95,24,2753.33,5,0,0,22,0
20207.28,257755.51,48,2275.07,71,0,0,71,1
13537.33,209498.31,12,0,24,2,0,0,0
17252.25,229491.18,48,0,109,0,0,79,1
12623.46,179318.76,60,0,61,0,0,80,1
8546.37,589434.93,120,0,115,0,0,19,0
16184.34,241104.51,48,1805.82,36,0,0,53,0
7378.15,318780.89,60,0,28,0,1,0,0
8144.17,716990.25,240,0,57,3,0,0,0
26820.68,708802.04,24,0,39,0,0,28,0
20381.35,671644.71,120,0,20,0,0,70,1
6597.95,94740.14,24,0,20,0,1,0,0
6051.71,194316.33,24,2649.36,107,0,0,18,0
24364.75,103193.89,240,0,31,2,0,87,1
18445.05,220953.42,12,0,60,0,0,26,0
6861.0,556224.89,120,1707.65,60,0,0,18,0
13239.69,406018.99,36,1235.8,86,2,0,4,0
12347.16,24978.16,240,0,90,0,0,100,1
10272.72,511673.65,240,0,11,0,0,65,1
27878.28,591476.92,120,0,79,3,0,66,1
9516.28,300456.96,60,0,118,0,0,21,0
12367.01,241974.62,48,0,47,0,0,54,0
7785.48,233758.78,36,1998.44,42,0,0,16,0
13159.09,257811.89,12,1967.38,70,1,0,13,0
16874.55,402716.57,12,1073.92,16,0,0,18,0
7770.17,151170.97,48,0,112,0,0,53,0
6112.1,252179.95,24,2338.36,54,0,0,17,0
22634.14,345656.28,60,0,114,0,0,85,1
17743.5,638263.89,120,2367.19,107,1,0,36,0
27376.23,612890.65,48,0,50,0,0,48,0
23853.04,411519.44,48,0,49,0,1,32,0
31202.2,148086.47,120,0,66,0,0,100,1
15607.16,104210.82,120,0,106,3,0,73,1
12953.86,158580.08,36,0,9,0,0,62,1
7788.51,568801.41,120,0,27,0,0,14,0
19454.04,825023.93,240,0,4,0,0,75,1
12483.06,291175.5,24,0,63,0,0,22,0
18711.89,889698.27,60,0,89,0,0,26,0
20734.49,257890.13,12,0,103,0,0,27,0
9297.4,210719.84,240,0,39,0,0,86,1
12935.53,225009.66,12,0,81,0,0,22,0
8527.53,192471.07,24,0,78,0,0,19,0
25535.26,220689.07,24,1584.02,45,0,0,65,1
10238.69,433591.16,60,763.92,7,1,0,2,0
18951.95,171226.55,60,2238.39,39,0,0,79,1
10251.44,113206.45,36,0,7,0,0,64,1
25606.98,435765.8,12,0,4,0,1,0,0
10159.09,154346.29,36,0,47,0,1,10,0
10424.64,307714.5,60,1233.05,83,0,0,21,0
5858.6,300353.94,240,0,19,0,0,62,1
11637.76,428682.54,120,0,73,3,0,40,0
9286.18,179166.17,24,0,5,0,0,11,0
8537.42,430104.22,120,0,45,0,0,33,0
22583.43,391777.52,120,0,49,0,0,93,1
26449.49,484439.23,48,2871.66,83,0,0,47,0
25872.31,102468.54,240,0,59,0,0,100,1
19858.51,658395.69,48,0,60,0,0,27,0
7545.5,488240.47,120,0,39,0,0,16,0
7889.69,475254.11,120,0,26,0,0,13,0
7256.81,322334.72,120,0,52,1,0,39,0
23756.5,140666.4,120,0,74,0,0,100,1
27133.4,441277.09,12,2307.74,9,0,0,23,0
13467.8,448050.37,12,0,119,0,0,23,0
8361.39,392168.16,60,0,98,3,0,0,0
12253.36,57799.0,24,2401.28,71,1,0,57,0
23426.55,301446.84,60,2137.97,63,0,0,80,1
8635.13,487530.3,120,0,70,1,0,11,0
9120.96,904550.13,12,2885.4,3,0,0,11,0
8289.32,443280.03,120,0,95,1,0,18,0
15638.24,537300.05,36,0,3,0,0,15,0
19841.97,278577.7,60,1167.89,66,1,0,70,1
11411.34,94874.98,240,0,23,3,0,66,1
29470.24,725815.02,36,0,85,2,0,13,0
14173.36,510660.53,36,0,113,0,0,23,0
20423.17,693603.3,36,918.41,106,1,1,0,0
11929.54,161297.97,48,2050.0,113,0,0,48,0
16935.36,109034.64,12,0,25,0,0,30,0
22974.06,773596.51,240,0,106,0,0,91,1
27949.76,626365.31,120,0,69,1,0,83,1
9625.5,494853.72,240,1891.88,97,0,0,35,0
6781.04,311060.45,48,0,31,2,0,0,0
6972.36,91183.81,12,0,33,0,0,14,0
6920.78,356444.51,12,2519.98,39,0,0,15,0
18518.85,798202.59,48,0,67,0,0,26,0
27285.57,464555.42,36,0,7,0,1,1,0
20195.75,63504.41,48,0,65,0,1,62,1
19381.78,384470.4,120,2699.81,40,0,0,74,1
8880.67,572525.93,120,0,70,0,0,20,0
27272.19,208237.99,48,0,79,3,0,70,1
11763.9,126165.44,120,1141.91,66,0,0,85,1
13505.9,114919.93,120,2308.16,65,0,1,40,0
15873.75,567968.06,60,0,37,0,0,20,0
17082.65,209560.48,12,1367.43,35,0,0,21,0
29162.07,724496.53,240,0,74,1,1,49,0
20858.18,585431.31,120,2324.75,8,0,0,62,1
11346.56,765183.51,120,0,68,0,0,21,0
16859.42,468502.24,60,0,77,1,0,33,0
14248.28,568874.43,36,0,8,2,0,0,0
7218.47,174321.57,12,2972.97,9,0,0,10,0
33258.27,228553.78,24,0,120,0,0,85,1
17515.5,129605.31,24,0,82,0,0,77,1
14820.72,253129.4,24,0,80,2,0,6,0
10284.18,71145.79,120,0,58,0,0,97,1
21767.6,693346.24,12,0,64,0,1,0,0
8307.61,382571.8,240,919.55,38,0,0,58,0
8588.7,594340.14,60,0,10,3,0,0,0
19570.46,215713.66,120,2901.5,72,2,0,67,1
26566.73,556936.43,24,0,119,0,0,31,0
30512.44,249447.75,240,0,57,0,0,100,1
12708.67,484287.97,36,1438.03,60,0,0,22,0
23181.2,134122.27,60,1336.63,21,0,0,90,1
9467.32,213506.76,240,2278.83,22,0,0,60,1
11727.06,506809.25,36,1468.44,94,0,0,21,0
13895.09,238524.74,48,0,1,0,0,59,0
15373.5,311303.62,60,0,103,0,0,71,1
23304.03,59666.12,120,0,91,0,0,100,1
14154.76,592000.94,240,0,41,0,0,77,1
23060.76,113691.5,24,755.82,114,0,0,88,1
20838.56,241810.0,12,0,54,0,0,27,0
21083.42,478210.78,120,0,3,0,0,79,1
34070.33,616626.89,12,0,88,1,0,22,0
28719.62,523707.54,24,1976.74,102,0,0,31,0
8914.88,200513.98,36,0,29,0,0,15,0
21220.48,472913.62,36,1163.49,22,0,0,22,0
20936.69,342651.73,120,0,43,0,0,92,1
6889.62,160173.5,60,0,61,0,0,55,0
15205.33,193052.85,60,0,46,0,0,82,1
7490.79,168613.92,24,0,75,0,0,19,0
15134.3,352854.0,120,2595.57,40,0,1,21,0
11000.91,690529.0,24,2887.11,99,1,0,12,0
10838.12,391225.72,240,0,36,0,0,78,1
21767.57,241688.73,48,0,62,0,0,87,1
19010.91,185725.66,240,0,107,0,0,100,1
19241.23,146920.7,120,2911.52,64,0,0,87,1
19723.84,495311.31,12,0,59,0,0,27,0
11103.37,503759.47,12,0,88,2,0,3,0
13381.26,334402.06,120,0,93,0,0,81,1
6662.6,671741.96,240,717.58,45,0,1,0,0
11177.06,432166.45,120,1171.96,18,0,0,34,0
19793.52,150575.7,36,0,111,0,0,88,1
11375.69,888018.95,240,0,97,0,0,42,0
7470.28,102661.29,36,0,37,0,0,58,0
7520.81,221476.18,60,0,84,0,0,29,0
7694.13,310495.23,24,0,13,0,0,11,0
32329.61,679340.22,120,0,46,0,0,91,1
13267.62,344541.51,240,1544.17,113,0,0,79,1
21174.57,403394.48,48,0,32,0,0,60,1
14341.17,218074.1,48,0,92,3,0,46,0
21400.39,79368.49,120,0,8,1,0,89,1
20836.83,473070.14,36,1826.08,27,0,0,23,0
16162.54,359941.74,48,1078.11,51,0,0,28,0
15462.66,271440.32,48,0,26,0,0,62,1
12551.31,82383.42,24,880.18,39,0,1,27,0
8103.19,287551.79,36,0,48,0,0,17,0
9631.67,276345.09,12,702.77,15,3,0,0,0
19926.76,840677.88,120,508.14,75,0,0,56,0
7491.87,193655.94,240,0,22,0,0,80,1
7669.46,819023.22,24,0,35,0,1,0,0
24408.14,598668.59,36,0,89,1,0,21,0
14009.48,496622.41,120,0,23,0,0,65,1
27254.75,447974.47,120,1796.13,100,0,0,91,1
25858.03,644532.34,48,0,79,0,0,37,0
14716.72,165039.19,60,1786.49,107,3,0,47,0
29312.04,437351.39,60,2835.38,54,0,0,77,1
6754.86,688669.61,240,0,76,0,0,18,0
27833.49,117876.95,60,0,67,1,0,97,1
12421.56,678024.3,36,0,45,1,0,11,0
24951.17,176022.45,24,0,36,2,0,62,1
24076.74,75938.22,36,1521.32,21,0,1,51,0
12400.5,328253.78,120,0,38,0,0,75,1
18554.16,851455.33,36,2069.32,15,1,0,10,0
23184.23,223919.89,12,847.35,15,0,0,22,0
15589.02,97231.55,36,0,85,0,1,48,0
25929.07,411422.69,36,0,54,0,0,58,0
8473.63,70008.12,48,2327.97,35,0,0,46,0
15300.24,649202.28,12,2834.71,80,0,0,24,0
13691.1,583663.85,24,0,118,0,0,23,0
17921.78,145630.99,36,0,61,3,0,59,0
20422.88,126081.72,60,0,117,0,0,99,1
18980.18,376998.77,240,0,111,0,0,97,1
17830.9,347113.62,240,0,117,1,0,88,1
13439.65,280654.14,36,0,117,0,0,23,0
10782.02,55363.21,240,0,95,0,0,100,1
4756.57,317113.41,120,0,75,0,0,17,0
20201.94,681799.38,24,979.74,10,0,0,19,0
14958.91,470715.58,60,0,85,0,0,26,0
9385.78,631679.05,48,0,46,0,0,18,0
11758.89,900167.02,240,0,72,0,0,45,0
11642.25,453202.63,36,0,60,0,0,21,0
12222.03,416849.1,120,0,98,0,0,71,1
9103.91,174076.82,36,0,44,2,0,5,0
18505.45,117006.95,240,1868.47,15,3,0,61,1
20450.58,350830.53,240,2423.77,51,0,0,87,1
10399.94,356451.48,240,0,13,0,0,75,1
22992.75,623744.53,12,0,20,0,0,22,0
18256.51,294981.52,48,2479.57,111,1,0,38,0
24570.7,495847.35,36,0,41,0,1,0,0
11842.78,141001.71,120,2264.83,89,0,0,75,1
10065.16,669553.51,24,0,21,0,0,14,0
11505.68,171837.19,120,0,31,0,0,84,1
16244.84,195901.18,120,0,7,0,0,86,1
16925.37,637846.17,12,0,5,0,0,16,0
14506.33,303743.57,12,0,105,0,0,23,0
20025.73,437208.23,48,0,117,0,0,49,0
18850.07,117736.12,12,0,101,0,0,41,0
21640.04,358036.34,60,0,16,3,0,47,0
27731.26,620212.47,240,0,5,3,0,64,1
18403.43,585005.85,24,0,107,0,0,26,0
21949.99,454878.66,36,2150.53,95,0,0,28,0
19438.89,99858.14,24,0,57,0,0,89,1
12259.84,59167.11,36,0,47,0,0,89,1
20888.94,410804.59,240,0,18,0,0,92,1
18829.21,11956.39,24,0,30,0,0,100,1
8207.02,152410.1,240,0,89,0,0,91,1
